type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
fixation;1212821;11;243;0.013015;151.916.006;57;2;1;2;0.752314805984497;0.984908484956913;0.866065349947062;27.523.148.059.845;154.041.694.355.502;264.636.587.476.976;p3F;42;25;39;124.787.035.956.979;143.486.553.892.883;144.539.789.892.839;544.787.035.956.979;349.896.266.462.463;502.341.651.209.721;4;12;weR;we;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1213064;0;30;926.625;-141.068.956;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1213094;12;39;926.625;-141.068.956;57;2;1;2;0.585185185074806;0.256544670158016;0.627809370901876;258.518.518.507.481;126.881.419.458.329;242.699.968.982.905;p1P;42;25;39;124.787.035.956.979;143.486.553.892.883;144.539.789.892.839;544.787.035.956.979;349.896.266.462.463;502.341.651.209.721;4;12;bpR;bp;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2bpR;Cor1bpR;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;[];[];[];[];[];[];[];[];[]
saccade;1213133;0;13;2.208.584;-153.859.464;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1213146;13;132;2.208.584;-153.859.464;57;2;1;1;0.421296291053295;0.256544670158016;0.256544670158016;24.212.962.910.533;126.881.419.458.329;134.505.524.281.829;p1F;42;25;39;124.787.035.956.979;143.486.553.892.883;144.539.789.892.839;544.787.035.956.979;349.896.266.462.463;502.341.651.209.721;4;12;beF;be;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1beF;Cor1beF;Cor1beF;Cor2beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;1213278;0;4;0.85469;-15.588.357;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1213282;14;70;0.85469;-15.588.357;57;2;1;1;0.421296291053295;0.256544670158016;0.256544670158016;24.212.962.910.533;126.881.419.458.329;134.505.524.281.829;p1F;42;25;39;124.787.035.956.979;143.486.553.892.883;144.539.789.892.839;544.787.035.956.979;349.896.266.462.463;502.341.651.209.721;4;12;weR;we;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1213352;0;4;0.322457;34.758.157;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1213356;15;231;0.322457;34.758.157;57;2;1;1;0.421296291053295;0.256544670158016;0.256544670158016;24.212.962.910.533;126.881.419.458.329;134.505.524.281.829;p1F;42;25;39;124.787.035.956.979;143.486.553.892.883;144.539.789.892.839;544.787.035.956.979;349.896.266.462.463;502.341.651.209.721;4;12;weR;we;Cor1;Cor1;Cor1;Cor2;Cor2;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1213587;0;5;0.576536;1.777.649;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;1213698;0;25;0;0;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;1213804;0;5;0.741368;12.359.308;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1213809;16;26;0.741368;12.359.308;57;2;1;2;0.585185185074806;0.256544670158016;0.627809370901876;258.518.518.507.481;126.881.419.458.329;242.699.968.982.905;p1P;42;25;39;124.787.035.956.979;143.486.553.892.883;144.539.789.892.839;544.787.035.956.979;349.896.266.462.463;502.341.651.209.721;4;12;beR;be;Cor2;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2beR;Cor1beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;1213835;0;17;783.132;-16.704.564;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1213852;17;59;783.132;-16.704.564;57;2;2;2;0.445833325386047;0.675939462153273;0.675939462153273;244.583.332.538.605;267.593.946.215.327;256.088.639.376.966;p2P;42;25;39;124.787.035.956.979;143.486.553.892.883;144.539.789.892.839;544.787.035.956.979;349.896.266.462.463;502.341.651.209.721;4;12;bpF;bp;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2;Cor1bpF;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;1213911;0;7;150.428;-1.008.326;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1213918;18;36;150.428;-1.008.326;57;2;2;3;0.727777771651745;0.675939462153273;0.699700379747919;272.777.777.165.174;267.593.946.215.327;370.185.861.690.251;p2O;42;25;39;124.787.035.956.979;143.486.553.892.883;144.539.789.892.839;544.787.035.956.979;349.896.266.462.463;502.341.651.209.721;4;12;beF;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beF;Cor2beF;Cor2beF;Cor2beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;1213954;0;6;1.955.394;-175.468.977;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1213960;19;123;1.955.394;-175.468.977;57;2;2;2;0.445833325386047;0.675939462153273;0.675939462153273;244.583.332.538.605;267.593.946.215.327;256.088.639.376.966;p2P;42;25;39;124.787.035.956.979;143.486.553.892.883;144.539.789.892.839;544.787.035.956.979;349.896.266.462.463;502.341.651.209.721;4;12;beR;be;Cor1;Cor2;Cor2;Cor2;Cor2;Cor2;Cor1beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;1214083;0;10;2.282.856;13.804.743;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1214093;20;67;2.282.856;13.804.743;57;2;2;3;0.727777771651745;0.675939462153273;0.699700379747919;272.777.777.165.174;267.593.946.215.327;370.185.861.690.251;p2O;42;25;39;124.787.035.956.979;143.486.553.892.883;144.539.789.892.839;544.787.035.956.979;349.896.266.462.463;502.341.651.209.721;4;12;beR;be;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;1214160;0;49;9.272.482;96.777.422;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1214209;21;17;9.272.482;96.777.422;57;2;1;2;0.752314805984497;0.984908484956913;0.866065349947062;27.523.148.059.845;154.041.694.355.502;264.636.587.476.976;p3F;42;25;39;124.787.035.956.979;143.486.553.892.883;144.539.789.892.839;544.787.035.956.979;349.896.266.462.463;502.341.651.209.721;4;12;bpR;bp;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;Cor2bpR;[];[];[];[];[];[];[];[];[]
saccade;1214226;0;29;0.651214;176.013.688;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;1214274;0;55;0;0;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;12;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
EventOnset;1.217.892.375;0;0;0;0;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;13;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor2;Cor1
saccade;1217927;0;17;4.674.757;44.925.277;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;13;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1217944;1;25;4.674.757;44.925.277;58;2;1;3;0.700462963432074;0.432779724264189;0.611235217042779;270.046.296.343.207;136.083.567.264.935;353.064.931.804.071;p1F;44;33;55;889.212.962.705.642;100.638.016.212.521;101.976.170.282.394;528.921.296.270.564;409.294.614.233.451;634.107.955.252.008;4;13;bpF;bp;Cor2;Cor2;Cor2;Cor1;Cor2;Cor2;Cor2bpF;Cor2bpF;Cor2bpF;Cor1bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;1217969;0;6;1.717.406;-13.197.019;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;13;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1217975;2;191;1.717.406;-13.197.019;58;2;1;2;0.31759259942919;0.432779724264189;0.275649127793334;231.759.259.942.919;136.083.567.264.935;233.921.413.603.927;p1P;44;33;55;889.212.962.705.642;100.638.016.212.521;101.976.170.282.394;528.921.296.270.564;409.294.614.233.451;634.107.955.252.008;4;13;beF;be;Cor1;Cor2;Cor1;Cor1;Cor2;Cor2;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor2beF;Cor2beF;[];[];[];[];[];[];[];[];[]
saccade;1218166;0;10;2.419.763;-176.429.549;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;13;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1218176;3;89;2.419.763;-176.429.549;58;2;1;3;0.700462963432074;0.432779724264189;0.611235217042779;270.046.296.343.207;136.083.567.264.935;353.064.931.804.071;p1F;44;33;55;889.212.962.705.642;100.638.016.212.521;101.976.170.282.394;528.921.296.270.564;409.294.614.233.451;634.107.955.252.008;4;13;beR;be;Cor2;Cor2;Cor2;Cor1;Cor2;Cor2;Cor2beR;Cor2beR;Cor2beR;Cor1beR;Cor2beR;Cor2beR;[];[];[];[];[];[];[];[];[]
saccade;1218265;0;8;0.425452;117.436.084;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;13;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1218273;4;56;0.425452;117.436.084;58;2;1;3;0.700462963432074;0.432779724264189;0.611235217042779;270.046.296.343.207;136.083.567.264.935;353.064.931.804.071;p1F;44;33;55;889.212.962.705.642;100.638.016.212.521;101.976.170.282.394;528.921.296.270.564;409.294.614.233.451;634.107.955.252.008;4;13;weR;we;Cor2;Cor2;Cor2;Cor1;Cor2;Cor2;Cor2weR;Cor2weR;Cor2weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1218329;0;34;10.503.954;-114.345.425;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;13;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1218363;5;19;10.503.954;-114.345.425;58;2;2;3;0.31759259942919;0.249294506833197;0.205702514996291;231.759.259.942.919;22.492.945.068.332;328.344.355.313.119;p3O;44;33;55;889.212.962.705.642;100.638.016.212.521;101.976.170.282.394;528.921.296.270.564;409.294.614.233.451;634.107.955.252.008;4;13;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor2;Cor2;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor2bpF;Cor2bpF;[];[];[];[];[];[];[];[];[]
saccade;1218382;0;8;1.169.493;125.178.693;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;13;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1218390;6;52;1.169.493;125.178.693;58;2;2;3;0.31759259942919;0.249294506833197;0.205702514996291;231.759.259.942.919;22.492.945.068.332;328.344.355.313.119;p3O;44;33;55;889.212.962.705.642;100.638.016.212.521;101.976.170.282.394;528.921.296.270.564;409.294.614.233.451;634.107.955.252.008;4;13;weR;we;Cor1;Cor1;Cor1;Cor1;Cor2;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1218442;0;4;0.323766;-138.797.533;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;13;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1218446;7;71;0.323766;-138.797.533;58;2;2;3;0.31759259942919;0.249294506833197;0.205702514996291;231.759.259.942.919;22.492.945.068.332;328.344.355.313.119;p3O;44;33;55;889.212.962.705.642;100.638.016.212.521;101.976.170.282.394;528.921.296.270.564;409.294.614.233.451;634.107.955.252.008;4;13;weR;we;Cor1;Cor1;Cor1;Cor1;Cor2;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1218517;0;4;0.130623;265.005;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;13;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;1218521;8;138;0.130623;265.005;58;2;2;3;0.31759259942919;0.249294506833197;0.205702514996291;231.759.259.942.919;22.492.945.068.332;328.344.355.313.119;p3O;44;33;55;889.212.962.705.642;100.638.016.212.521;101.976.170.282.394;528.921.296.270.564;409.294.614.233.451;634.107.955.252.008;4;13;weR;we;Cor1;Cor1;Cor1;Cor1;Cor2;Cor2;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor2weR;Cor2weR;[];[];[];[];[];[];[];[];[]
saccade;1218659;0;5;0.435846;171.582.976;58;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;13;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
