type;latency;rank;duration;sac_amplitude;sac_angle;iEvent;CorScorePair;CorScoreEvent;CorScoreDetail;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;SumCorConfPair;SumCorConfEvent;SumCorConfDetail;PairNCat;eCorScorePair;eCorScoreEvent;eCorScoreDetail;eNrmzMeanConfPair;eNrmzMeanConfEvent;eNrmzMeanConfDetail;eSumCorConfPair;eSumCorConfEvent;eSumCorConfDetail;iBlock;iEventPerBlock;Refi;Refi2;NrmzMeanConfPair2bins;NrmzMeanConfEvent2bins;NrmzMeanConfDetail2bins;eNrmzMeanConfPair2bins;eNrmzMeanConfEvent2bins;eNrmzMeanConfDetail2bins;NrmzMeanConfPair_CorRefi;NrmzMeanConfEvent_CorRefi;NrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_CorRefi;eNrmzMeanConfEvent_CorRefi;eNrmzMeanConfDetail_CorRefi;eNrmzMeanConfPair_EventOnset2bins;eNrmzMeanConfEvent_EventOnset2bins;eNrmzMeanConfDetail_EventOnset2bins;eCorScorePair_EventOnset2bins;eCorScoreEvent_EventOnset2bins;eCorScoreDetail_EventOnset2bins;eSumCorConfPair_EventOnset2bins;eSumCorConfEvent_EventOnset2bins;eSumCorConfDetail_EventOnset2bins
fixation;406597;13;70;0.259413;-41.233.734;17;1;2;0;0.43792098976862;0.108122640476736;0.114141969302631;128.205.080.836.152;210.812.264.047.674;319.508.672.441.913;p1P;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;406667;0;9;0.679366;17.926.256;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;406676;14;45;0.679366;17.926.256;17;1;2;0;0.43792098976862;0.108122640476736;0.114141969302631;128.205.080.836.152;210.812.264.047.674;319.508.672.441.913;p1P;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;406721;0;38;8.372.979;-48.320.128;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;406759;15;48;8.372.979;-48.320.128;17;2;2;3;0.134530807378491;0.0870825606119091;0.0942391854415114;213.453.080.737.849;208.708.256.061.191;31.108.066.839.952;p2O;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;bpF;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;406807;0;6;0.57212;-115.325.868;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;406813;16;39;0.57212;-115.325.868;17;2;2;3;0.134530807378491;0.0870825606119091;0.0942391854415114;213.453.080.737.849;208.708.256.061.191;31.108.066.839.952;p2O;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;406852;0;10;2.255.724;4.564.148;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;406862;17;66;2.255.724;4.564.148;17;2;2;3;0.297823382997998;0.0870825606119091;0.245779645601298;2.297.823.382.998;208.708.256.061.191;319.245.297.180.495;p2P;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;406928;0;11;219.647;-172.419.692;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;406939;18;105;219.647;-172.419.692;17;2;2;3;0.134530807378491;0.0870825606119091;0.0942391854415114;213.453.080.737.849;208.708.256.061.191;31.108.066.839.952;p2O;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;407044;0;10;1.698.187;-1.626.005;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;407054;19;49;1.698.187;-1.626.005;17;2;2;3;0.297823382997998;0.0870825606119091;0.245779645601298;2.297.823.382.998;208.708.256.061.191;319.245.297.180.495;p2P;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;beR;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;Cor1beR;[];[];[];[];[];[];[];[];[]
saccade;407103;0;6;0.467855;-8.748.606;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;407109;20;72;0.467855;-8.748.606;17;2;2;3;0.297823382997998;0.0870825606119091;0.245779645601298;2.297.823.382.998;208.708.256.061.191;319.245.297.180.495;p2P;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;407181;0;4;0.212595;-14.120.742;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;407185;21;86;0.212595;-14.120.742;17;2;2;3;0.297823382997998;0.0870825606119091;0.245779645601298;2.297.823.382.998;208.708.256.061.191;319.245.297.180.495;p2P;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;407271;0;22;905.942;133.898.237;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;407293;22;31;905.942;133.898.237;17;1;2;0;0.43792098976862;0.108122640476736;0.114141969302631;128.205.080.836.152;210.812.264.047.674;319.508.672.441.913;p1P;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;bpR;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;407324;0;9;1.285.069;130.833.685;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;407333;23;64;1.285.069;130.833.685;17;1;2;0;0.43792098976862;0.108122640476736;0.114141969302631;128.205.080.836.152;210.812.264.047.674;319.508.672.441.913;p1P;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;407397;0;15;7.677.206;15.515.236;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;407412;24;62;7.677.206;15.515.236;17;2;1;2;0.361841497618172;0.00116889646104013;0.282171356020559;236.184.149.761.817;107.188.694.424.098;221.686.422.092.958;p3F;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;bpR;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;407474;0;4;0.161343;72.263.817;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;407478;25;44;0.161343;72.263.817;17;2;1;2;0.361841497618172;0.00116889646104013;0.282171356020559;236.184.149.761.817;107.188.694.424.098;221.686.422.092.958;p3F;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;407522;0;16;9.666.944;-106.666.411;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;407538;26;83;9.666.944;-106.666.411;17;2;2;3;0.134530807378491;0.0870825606119091;0.0942391854415114;213.453.080.737.849;208.708.256.061.191;31.108.066.839.952;p2O;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;bpR;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;407621;0;17;9.374.586;69.609.528;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;407638;27;41;9.374.586;69.609.528;17;2;1;2;0.361841497618172;0.00116889646104013;0.282171356020559;236.184.149.761.817;107.188.694.424.098;221.686.422.092.958;p3F;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;bpR;bp;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;407679;0;5;0.767298;141.485.691;17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;2;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;407684;28;145;0.767298;141.485.691;17;2;1;2;0.361841497618172;0.00116889646104013;0.282171356020559;236.184.149.761.817;107.188.694.424.098;221.686.422.092.958;p3F;48;45;47;899.222.504.135.327;168.262.211.025.734;526.098.924.190.577;557.452.635.900.965;474.605.206.358.367;781.028.921.129.666;2;2;weR;we;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
EventOnset;411.480.375;0;0;0;0;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1
saccade;411537;0;12;4.757.726;97.139.159;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;411549;1;54;4.757.726;97.139.159;18;1;0;1;0.796979091423551;0;0.447198971335653;144.719.897.133.565;0.0847447676898288;226.597.186.951.274;p3O;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;bpF;bp;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2bpF;Cor1bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;411603;0;6;0.628408;140.720.024;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;411609;2;83;0.628408;140.720.024;18;1;0;1;0.796979091423551;0;0.447198971335653;144.719.897.133.565;0.0847447676898288;226.597.186.951.274;p3O;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;weR;we;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;411692;0;10;2.740.672;9.814.709;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;411702;3;34;2.740.672;9.814.709;18;1;0;0;0.0964910799673928;0;0.181848546219224;113.916.981.309.331;0.0847447676898288;111.195.729.039.157;p3F;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;411736;0;18;10.104.426;-79.955.809;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;411754;4;38;10.104.426;-79.955.809;18;0;1;0;0;0.308587838017465;0.166880722315562;0.0960271644646107;115.487.836.723.925;312.545.276.585.193;p2O;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;bpF;bp;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;411792;0;8;1.349.065;157.199.636;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;411800;5;41;1.349.065;157.199.636;18;2;1;1;0.262567040351664;0.308587838017465;0.368615419376701;226.256.704.035.166;115.487.836.723.925;220.872.270.379.546;p2P;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;beF;be;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor2beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;411841;0;8;1.363.128;-16.855.842;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;411849;6;102;1.363.128;-16.855.842;18;2;1;1;0.262567040351664;0.308587838017465;0.368615419376701;226.256.704.035.166;115.487.836.723.925;220.872.270.379.546;p2P;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;weR;we;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;411951;0;8;1.153.359;2.419.237;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;411959;7;50;1.153.359;2.419.237;18;2;1;1;0.262567040351664;0.308587838017465;0.368615419376701;226.256.704.035.166;115.487.836.723.925;220.872.270.379.546;p2P;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;weR;we;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;412009;0;8;0.829637;-171.190.885;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;412017;8;94;0.829637;-171.190.885;18;2;1;1;0.262567040351664;0.308587838017465;0.368615419376701;226.256.704.035.166;115.487.836.723.925;220.872.270.379.546;p2P;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;weR;we;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;412111;0;27;9.253.456;103.091.904;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;412138;9;13;9.253.456;103.091.904;18;1;0;1;0.796979091423551;0;0.447198971335653;144.719.897.133.565;0.0847447676898288;226.597.186.951.274;p3O;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;bpR;bp;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2bpR;Cor1bpR;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;412151;0;6;0.085042;-43.497.554;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
bad_ET;412180;0;27;0;0;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
saccade;412238;0;5;0.509659;-146.937.999;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;412243;10;69;0.509659;-146.937.999;18;1;0;1;0.796979091423551;0;0.447198971335653;144.719.897.133.565;0.149618370787169;229.840.867.106.141;p1P;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;bpF;bp;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2bpF;Cor1bpF;Cor2bpF;Cor1bpF;Cor1bpF;Cor1bpF;[];[];[];[];[];[];[];[];[]
saccade;412312;0;10;2.564.639;-177.287.024;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;412322;11;47;2.564.639;-177.287.024;18;1;0;1;0.428643000735936;0;0.219424391722966;121.942.439.172.297;0.149618370787169;218.452.138.125.507;p1F;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;412369;0;16;9.244.102;43.445.721;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;412385;12;30;9.244.102;43.445.721;18;1;0;1;0.796979091423551;0;0.447198971335653;144.719.897.133.565;0.0847447676898288;226.597.186.951.274;p3O;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;bpR;bp;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2bpR;Cor1bpR;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;412415;0;6;0.703421;28.507.382;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;412421;13;148;0.703421;28.507.382;18;1;0;1;0.796979091423551;0;0.447198971335653;144.719.897.133.565;0.0847447676898288;226.597.186.951.274;p3O;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;weR;we;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;412569;0;19;7.574.192;-130.209.942;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;412588;14;42;7.574.192;-130.209.942;18;1;0;1;0.796979091423551;0;0.447198971335653;144.719.897.133.565;0.149618370787169;229.840.867.106.141;p1P;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;bpR;bp;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2bpR;Cor1bpR;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;412630;0;5;0.419429;-100.702.362;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;412635;15;73;0.419429;-100.702.362;18;1;0;1;0.796979091423551;0;0.447198971335653;144.719.897.133.565;0.149618370787169;229.840.867.106.141;p1P;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;weR;we;Cor2;Cor1;Cor2;Cor1;Cor1;Cor1;Cor2weR;Cor1weR;Cor2weR;Cor1weR;Cor1weR;Cor1weR;[];[];[];[];[];[];[];[];[]
saccade;412708;0;10;2.424.005;-172.089.583;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;412718;16;76;2.424.005;-172.089.583;18;1;0;1;0.428643000735936;0;0.219424391722966;121.942.439.172.297;0.149618370787169;218.452.138.125.507;p1F;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;beF;be;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;Cor1beF;[];[];[];[];[];[];[];[];[]
saccade;412794;0;19;12.048.982;-6.120.995;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
fixation;412813;17;40;12.048.982;-6.120.995;18;0;1;0;0;0.308587838017465;0.166880722315562;0.0960271644646107;115.487.836.723.925;312.545.276.585.193;p2O;30;11;20;113.831.624.388.071;339.446.621.819.212;892.363.935.208.226;377.698.502.681.255;144.488.199.412.531;606.093.351.046.893;2;3;bpR;bp;Cor1;Cor2;Cor1;Cor1;Cor1;Cor1;Cor1bpR;Cor2bpR;Cor1bpR;Cor1bpR;Cor1bpR;Cor1bpR;[];[];[];[];[];[];[];[];[]
saccade;412853;0;8;1.302.052;-4.782.283;18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;3;[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
