;participant;rank;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;Refi
7170;7;5;0.5495078061961;0.219564401250054;0.549994662094772;beF
7180;7;4;0.608831872298709;0.106539694912759;0.441401146503393;beF
7182;7;6;0.771973079720268;0.333978753691318;0.552975916705793;beF
7185;7;9;0.38868392921317;0.396976125739153;0.392830027476161;beF
7191;7;15;0.608831872298709;0.106539694912759;0.441401146503393;beF
7198;7;4;0.889694289446384;0.0064850114245346;0.595291196772434;beF
7204;7;10;0.944847137264462;0.222343674821361;0.704012649783428;beF
7207;7;13;0.443373315791697;0.344632710882416;0.410459780821937;beF
7209;7;2;0.0535956016439802;0.21771153232344;0.16207132194407;beF
7211;7;4;0.547653916485516;0.442834510534722;0.367493718501861;beF
7214;7;7;0.107358022855707;0.0;0.0;beF
7219;7;12;0.107358022855707;0.21771153232344;0.21771153232344;beF
7221;7;14;0.547653916485516;0.442834510534722;0.367493718501861;beF
7225;7;18;0.0535956016439802;0.21771153232344;0.16207132194407;beF
7229;7;3;0.779388578892767;0.606812980033792;0.69310077946328;beF
7234;7;8;0.720527988947169;0.489156114425607;0.585282318442349;beF
7241;7;15;0.776144314786941;0.674442515079844;0.708806585545173;beF
7252;7;4;0.77475388818059;0.608202628001426;0.699252363411116;beF
7255;7;7;0.88042490802203;0.442834503080069;0.661629705551049;beF
7259;7;11;0.88042490802203;0.103760391522839;0.621536735855633;beF
7265;7;4;0.996755706059254;0.441908079798742;0.81180649730575;beF
7267;7;6;0.0;0.441908079798742;0.292720829247772;beF
7270;7;2;0.664911666836763;0.563270677669163;0.563270677669163;beF
7283;7;2;0.941139387678212;0.779592558297643;0.860365972987928;beF
7294;7;13;0.669082883256611;0.668420719023299;0.519095336583722;beF
7305;7;10;0.775680844223978;0.718911257498769;0.738143433449148;beF
7315;7;3;0.441982904102806;0.723080212583649;0.582531558343228;beF
7317;7;5;0.669546351954892;0.450709184836196;0.450709184836196;beF
7323;7;11;0.669546351954892;0.450709184836196;0.450709184836196;beF
7327;7;15;0.441982904102806;0.723080212583649;0.582531558343228;beF
7332;7;4;0.714039415983138;0.88520580383779;0.799622609910464;beF
7336;7;8;0.771046138594341;0.210763281303293;0.490904709948817;beF
7338;7;10;0.774290425076356;0.334441961604655;0.609750780169431;beF
7345;7;17;0.660276972395221;0.210763281303293;0.358592810866913;beF
7356;7;8;0.874863276183926;0.0;0.547190453381282;beF
7364;7;16;0.888767348320456;0.389101445846689;0.638934397083572;beF
7368;7;2;0.775680844223978;0.56280746043751;0.669244152330744;beF
7373;7;7;0.940675917115249;0.999620161870044;0.96032399870018;beF
7377;7;11;0.780315527477424;0.56280746043751;0.708229326583031;beF
7382;7;3;0.167145576303422;0.667957496200656;0.667957496200656;beF
7393;7;14;0.440592492413915;0.667957496200656;0.667957496200656;beF
7398;7;3;0.884596128171243;0.775423610667416;0.83000986941933;beF
7405;7;10;0.772900020846195;0.666104638456023;0.608037950148813;beF
7407;7;2;0.887376936631565;0.329809798606438;0.608593367619002;beF
7412;7;7;0.723308797407491;0.776813269817029;0.740285185185425;beF
7419;7;3;0.603733705429521;0.452098832803829;0.558723581775976;beF
7422;7;6;0.834541441628305;0.396976123875489;0.56028857624568;beF
7428;7;12;0.603733705429521;0.834252042539677;0.813492388266541;beF
7432;7;3;0.826662456975383;0.831472754059063;0.829067605517223;beF
7439;7;10;0.772900005928736;0.657766739468242;0.712552556779437;beF
7446;7;5;0.664911663107397;0.99267191830455;0.828791790705974;beF
7462;7;5;0.719601042227195;0.611908362127326;0.66575470217726;beF
7465;7;9;0.719601042227195;0.611908362127326;0.66575470217726;beF
7468;7;12;0.774290432535087;0.774497183658763;0.832559214574267;beF
7474;7;2;0.938822034863394;0.88659545553275;0.912708745198072;beF
7476;7;4;0.887840407194529;0.498883646471715;0.693362026833122;beF
7480;7;8;0.887376936631565;0.498883646471715;0.664068548729289;beF
7484;7;12;0.887376936631565;0.498883646471715;0.664068548729289;beF
7490;7;3;0.829443272894435;0.998693727406738;0.885860091065202;beF
7493;7;6;0.829443272894435;0.443297735221028;0.636370504057731;beF
7495;7;8;0.659813501832257;0.781908629546604;0.781908629546604;beF
7501;7;14;0.601416361938115;0.443297735221028;0.476847211203986;beF
7506;7;2;0.830833692042056;0.224196543747975;0.556481953492945;beF
7513;7;9;0.779852064373191;0.778666123834337;0.779259094103764;beF
7524;7;4;0.774290432535087;0.390027895219301;0.517342956719624;beF
7527;7;7;0.717747165569387;0.835178477002984;0.835178477002984;beF
7534;7;7;0.881815319710921;0.777276487048683;0.846969042156842;beF
7542;7;2;0.631078404312832;0.386322157366075;0.508692877201237;beF
7544;7;4;0.116627434114981;0.271907799333821;0.224161385989528;beF
7549;7;9;0.108284978899095;0.219564386340747;0.173510844505332;beF
7555;7;15;0.116627434114981;0.329346586965774;0.252880779805505;beF
7566;7;2;0.975436119832765;0.551227059464788;0.834033099710106;beF
7570;7;6;0.916112051865473;0.551227059464788;0.794483721065245;beF
7573;7;9;0.835468382754233;0.0;0.835468382754233;beF
7576;7;12;0.975436119832765;0.112098271873987;0.687656837179839;beF
7579;7;3;0.699671858366184;0.328883369734121;0.533279858649918;beF
7584;7;8;0.699671858366184;0.328883369734121;0.533279858649918;beF
7599;7;7;0.296917002019769;0.113951140800601;0.113951140800601;beF
7609;7;7;0.790975320590669;0.227902281601202;0.60328430759418;beF
7611;7;2;0.668155949589413;0.555396003367689;0.611775976478551;beF
7614;7;5;0.96477632671952;0.336294830531268;0.75528249465677;beF
7616;7;7;0.726089615191226;0.436349484200881;0.629509571527778;beF
7624;7;4;0.516138000250015;0.719374482185076;0.719374482185076;beF
7628;7;8;0.803489003414498;0.111171837410681;0.572716614746559;beF
7633;7;2;0.342800472142858;0.056512353168647;0.217268245566628;beF
7643;7;12;0.342800472142858;0.438202349400168;0.408113243682388;beF
7647;7;3;0.644519008683423;0.274687095269088;0.432415620218057;beF
7662;7;3;0.508722491754104;0.387711809061035;0.485758167645626;beF
7665;7;6;0.824808574723528;0.674442515079844;0.728339622858098;beF
7678;7;5;0.577315957927891;0.327030500807508;0.348358100818217;beF
7680;7;7;0.638493908147038;0.220490820804054;0.429492364475546;beF
7682;7;9;0.125433344976371;0.108392534020761;0.108392534020761;beF
7688;7;15;0.577315957927891;0.327030500807508;0.348358100818217;beF
7695;7;5;0.987949795197864;0.167220988256981;0.577585391727422;beF
7701;7;3;0.436884742827666;0.337221257539922;0.37801241860763;beF
7708;7;11;0.63756697447984;0.389101451437678;0.473468189355791;beF
7722;7;3;0.754361239350663;0.439128783863475;0.649283754188267;beF
7725;7;6;0.696427579342898;0.439128783863475;0.61066131418309;beF
7729;7;10;0.91564856638505;0.107466129376066;0.646254420715389;beF
7738;7;4;0.843347359948425;0.393733608844906;0.618540484396666;beF
7742;7;9;0.785877166774259;0.330736238660734;0.547183439041288;beF
7752;7;19;0.843347359948425;0.334441961604655;0.673712227167168;beF
7755;7;2;0.875790217309853;0.999620161870044;0.98822334669585;beF
7758;7;5;0.6199551378396;0.56419711213247;0.592076124986035;beF
7761;7;8;0.875790217309853;0.999620161870044;0.98822334669585;beF
7763;7;10;0.875790217309853;0.138964811672657;0.418252051622323;beF
7766;7;13;0.885059598734207;0.56419711213247;0.434472933379582;beF
7768;7;15;0.875790217309853;0.138964811672657;0.418252051622323;beF
7770;7;17;0.758995941250935;0.999620161870044;0.816276222818854;beF
7774;7;2;0.340946594785795;0.312670818808825;0.373695662546409;beF
7779;7;7;0.612539627479006;0.0755042149385159;0.344021921208761;beF
7783;7;11;0.612539627479006;0.968121479573453;0.79033055352623;beF
7787;7;15;0.52726126509165;0.968121479573453;0.810662769722828;beF
7792;7;2;0.544873093107734;0.602180818899238;0.489457436054829;beF
7795;7;5;0.943456740493031;0.655913885450935;0.847609122145665;beF
7801;7;11;0.886450010423098;0.705477987599434;0.795963999011266;beF
7810;7;4;0.764094102526075;0.402997931114013;0.549472096169752;beF
7813;7;7;0.483231672325624;0.841200286105171;0.560947925992748;beF
7818;7;13;0.483231672325624;0.841200286105171;0.560947925992748;beF
7821;7;16;0.764094102526075;0.402997931114013;0.549472096169752;beF
7823;7;2;0.787731045296748;0.40346115020933;0.466665404244979;beF
7830;7;9;0.857714910106649;0.572998209715271;0.71535655991096;beF
7833;7;12;0.75714206645781;0.180191026015356;0.400934159437313;beF
7836;7;15;0.787731045296748;0.40346115020933;0.466665404244979;beF
7848;7;5;0.817393075551029;0.766622513084615;0.792007794317822;beF
7853;7;10;0.817393075551029;0.734660606101718;0.776026840826373;beF
7856;7;13;0.790511850027705;0.83100953682741;0.810760693427558;beF
7863;7;2;0.699671865824914;0.777276487048683;0.725540072899503;beF
7867;7;6;0.352069853567212;0.655913881723608;0.421262588459563;beF
7870;7;9;0.720064510925476;0.419673708589279;0.386963652112859;beF
7874;7;13;0.858641843773847;0.655913881723608;0.757277862748727;beF
7878;7;3;0.662594317751309;0.757358185224517;0.709976251487913;beF
7882;7;7;0.795610018761576;0.819429135854688;0.842232897940455;beF
7896;7;3;0.592146973055032;0.0690191886046752;0.0690191886046752;beF
7905;7;12;0.842420426281228;0.675368949543151;0.817291829671013;beF
7913;7;20;0.590756568824871;0.675368949543151;0.699107141923204;beF
7918;7;3;0.637566973547499;0.466458529711818;0.561808145056423;beF
7928;7;13;0.752507375745633;0.767085719134289;0.734537465157645;beF
7930;7;15;0.0369107061296676;0.466458529711818;0.376729387549952;beF
7933;7;2;0.745555332218638;0.699456190844016;0.722505761531327;beF
7938;7;7;0.745555332218638;0.816186622687768;0.780870977453203;beF
7944;7;13;0.728406966141362;0.816186622687768;0.792488369010403;beF
7947;7;16;0.745555332218638;0.699456190844016;0.722505761531327;beF
7950;7;2;0.799781238910789;0.56141780874255;0.680599523826669;beF
7954;7;6;0.688085131585742;0.617003734902543;0.664391332691342;beF
7975;7;4;0.681133088058746;0.791172959270365;0.769941981185388;beF
7981;7;10;0.746945728990069;0.565123539141124;0.663117461720109;beF
7984;7;13;0.604660644690766;0.833788825308024;0.719224734999395;beF
7991;7;20;0.681133088058746;0.791172959270365;0.769941981185388;beF
7995;7;3;0.62876105615972;0.443760944998028;0.600438867988057;beF
7998;7;6;0.787731041567383;0.827303798974183;0.807517420270783;beF
8004;7;12;0.835004927108729;0.827303798974183;0.628725144443047;beF
8008;8;3;0.0;0.0;0.455793169481612;beF
8010;8;5;0.689586795531188;0.193289800042859;0.506759104420713;beF
8013;8;8;0.749078909491069;0.248718504138465;0.403659121469865;beF
8015;8;10;0.0;0.304147208234072;0.405244515732432;beF
8017;8;12;0.749078909491069;0.0;0.558599738801264;beF
8026;8;22;0.0;0.0;0.455793169481612;beF
8028;8;2;0.674974689703871;0.22171478588574;0.308881426254058;beF
8031;8;5;0.758472410893452;0.22171478588574;0.579553202557548;beF
8034;8;8;0.643141184235207;0.266247237275793;0.266247237275793;beF
8038;8;12;0.674974689703871;0.22171478588574;0.308881426254058;beF
8043;8;17;0.674974689703871;0.22171478588574;0.308881426254058;beF
8050;8;24;0.758472410893452;0.22171478588574;0.579553202557548;beF
8059;8;5;0.725073319058244;0.310779703914188;0.546628852620232;beF
8064;8;10;0.725073319058244;0.376157136281626;0.511597424629843;beF
8072;8;18;0.426568970424634;0.367629645103264;0.419099280007593;beF
8080;8;4;0.538247174825269;0.0;0.0;beF
8086;8;10;0.600870461518235;0.0;0.797090107153594;beF
8089;8;13;0.538247174825269;0.0;0.0;beF
8091;8;15;0.600870461518235;0.0;0.797090107153594;beF
8093;8;17;0.495454589986116;0.0525861994119812;0.274020394699049;beF
8096;8;21;0.538247174825269;0.0;0.0;beF
8099;8;3;0.646272348569855;0.0;0.0;beF
8107;8;11;0.256442359511605;0.0;0.470405275308929;beF
8110;8;14;0.661406308120916;0.605451911784519;0.636144605924699;beF
8114;8;18;0.256442359511605;0.0;0.470405275308929;beF
8119;8;23;0.256442359511605;0.0;0.470405275308929;beF
8123;8;27;0.646272348569855;0.0;0.0;beF
8126;8;3;0.577386729008373;0.0;0.518416464573016;beF
8130;8;7;0.714636110208375;0.003790006244834;0.477687408887195;beF
8148;8;3;0.78717474362903;0.566130699920684;0.566130699920684;beF
8153;8;8;0.658275152184705;0.258193503251366;0.425878959077386;beF
8157;8;12;0.499629476990419;0.348205916467692;0.387199500223322;beF
8161;8;16;0.78717474362903;0.566130699920684;0.566130699920684;beF
8166;8;21;0.658275152184705;0.0;0.593564414903405;beF
8169;8;24;0.499629476990419;0.348205916467692;0.387199500223322;beF
8176;8;31;0.499629476990419;0.348205916467692;0.387199500223322;beF
8181;8;3;0.223565138197016;0.0;0.223565138197016;beF
8183;8;5;0.158332549291582;0.15254735489764;0.199892543763891;beF
8191;8;13;0.812745937225273;0.0;0.812745937225273;beF
8195;8;17;0.158332549291582;0.15254735489764;0.199892543763891;beF
8208;8;3;0.430221992682244;0.380420881870807;0.481736651615956;beF
8212;8;7;0.755863117079422;0.171023589596176;0.171023589596176;beF
8223;8;18;0.649925379225903;0.0028425046836255;0.270022977632266;beF
8229;8;24;0.430221992682244;0.380420881870807;0.481736651615956;beF
8232;8;27;0.649925379225903;0.442482070210272;0.489842760395589;beF
8239;8;4;0.431265708528169;0.0;0.0;beF
8248;8;13;0.0;0.0;0.577908591130554;beF
8254;8;19;0.0;0.0;0.577908591130554;beF
8256;8;21;0.462055503399932;0.0;0.352464746438217;beF
8263;8;28;0.0;0.477539536484926;0.52772406380774;beF
8267;8;3;0.692717951467399;0.0;0.607654650210104;beF
8276;8;13;0.692717951467399;0.0;0.607654650210104;beF
8279;8;17;0.602436043685559;0.43869207158961;0.547854719653576;beF
8285;8;23;0.774128240965131;0.0;0.608698378653684;beF
8289;8;27;0.774128240965131;0.352943405213305;0.480820891933495;beF
8292;8;30;0.602436043685559;0.267194738837001;0.490688942069373;beF
8296;8;3;0.728204483392893;0.473749537864264;0.473749537864264;beF
8299;8;7;0.605045350097246;0.439165820464171;0.430444077989746;beF
8308;8;17;0.605045350097246;0.439165820464171;0.430444077989746;beF
8311;8;20;0.681758880495349;0.469959541149644;0.532731411494665;beF
8317;8;26;0.681758880495349;0.412162096493317;0.535218624339011;beF
8321;8;3;0.790827770085859;0.698306820809458;0.699165412595258;beF
8330;8;12;0.769953352386121;0.407424603935618;0.538356829252639;beF
8338;8;20;0.387951278363711;0.407424603935618;0.489274504236956;beF
8344;8;26;0.790827770085859;0.447219562767971;0.573621783574514;beF
8350;8;32;0.769953352386121;0.572763191788714;0.648582554488036;beF
8353;8;2;0.668190498912393;0.530125728272736;0.56797150096762;beF
8358;8;7;0.668190498912393;0.607346907282764;0.625504976820076;beF
