;participant;rank;NrmzMeanConfPair;NrmzMeanConfEvent;NrmzMeanConfDetail;Refi
29548;24;9;0.56806392966735;0.420867146461979;0.497016334572344;weR
29551;24;12;0.562962336651992;0.367471164837393;0.453608162280498;weR
29553;24;14;0.562962336651992;0.105830842255733;0.365856499711221;weR
29555;24;16;0.579117413128971;0.420867146461979;0.526367324239974;weR
29556;24;17;0.579117413128971;0.420867146461979;0.526367324239974;weR
29558;24;19;0.579117413128971;0.105830842255733;0.421355222837892;weR
29559;24;20;0.579117413128971;0.105830842255733;0.421355222837892;weR
29561;24;22;0.579117413128971;0.420867146461979;0.526367324239974;weR
29565;24;3;0.510245715851569;0.346112770307807;0.501302270150485;weR
29566;24;4;0.510245715851569;0.346112770307807;0.501302270150485;weR
29567;24;5;0.510245715851569;0.346112770307807;0.501302270150485;weR
29571;24;9;0.510245715851569;0.320749678566191;0.488620724279677;weR
29574;24;12;0.695604110824287;0.339438273611744;0.510719045391577;weR
29575;24;13;0.695604110824287;0.339438273611744;0.510719045391577;weR
29577;24;15;0.695604110824287;0.0;0.681999817171411;weR
29579;24;17;0.562962336651992;0.333431224436999;0.448196780544496;weR
29580;24;18;0.562962336651992;0.333431224436999;0.448196780544496;weR
29583;24;21;0.562962336651992;0.333431224436999;0.448196780544496;weR
29584;24;22;0.562962336651992;0.333431224436999;0.448196780544496;weR
29589;24;27;0.510245715851569;0.320749678566191;0.488620724279677;weR
29591;24;29;0.510245715851569;0.346112770307807;0.501302270150485;weR
29592;24;30;0.510245715851569;0.346112770307807;0.501302270150485;weR
29596;24;4;0.509395445787817;0.322752026500866;0.416073736144341;weR
29598;24;6;0.509395445787817;0.22597180695311;0.367683626370463;weR
29605;24;13;0.655641527296563;0.310737930836736;0.459999940126543;weR
29606;24;14;0.655641527296563;0.310737930836736;0.459999940126543;weR
29610;24;18;0.539154815917671;0.23798590261724;0.23798590261724;weR
29612;24;20;0.655641527296563;0.310737930836736;0.459999940126543;weR
29616;24;24;0.539154815917671;0.23798590261724;0.23798590261724;weR
29617;24;25;0.539154815917671;0.23798590261724;0.23798590261724;weR
29619;24;27;0.539154815917671;0.314075180527448;0.314075180527448;weR
29622;24;30;0.509395445787817;0.22597180695311;0.367683626370463;weR
29625;24;33;0.509395445787817;0.22597180695311;0.367683626370463;weR
29628;24;3;0.489839316422984;0.227306704681107;0.348261444439986;weR
29634;24;9;0.542555909856255;0.0;0.542555909856255;weR
29636;24;12;0.540855369728751;0.254004699521439;0.397430034625095;weR
29638;24;14;0.540855369728751;0.292049335791183;0.416452352759967;weR
29641;24;17;0.540855369728751;0.292049335791183;0.416452352759967;weR
29642;24;18;0.540855369728751;0.292049335791183;0.416452352759967;weR
29647;24;24;0.489839316422984;0.227306704681107;0.348261444439986;weR
29649;24;26;0.489839316422984;0.0;0.590170923957744;weR
29656;24;4;0.442224302321494;0.316744980011481;0.40039786155149;weR
29659;24;7;0.495791165818517;0.44022318902885;0.44022318902885;weR
29661;24;9;0.495791165818517;0.227306701995747;0.227306701995747;weR
29665;24;13;0.495791165818517;0.44022318902885;0.44022318902885;weR
29666;24;14;0.495791165818517;0.44022318902885;0.44022318902885;weR
29668;24;16;0.486438236167976;0.0;0.449026449147932;weR
29670;24;18;0.486438236167976;0.272025841003614;0.331026043718387;weR
29676;24;24;0.442224302321494;0.44022318902885;0.441223745675172;weR
29678;24;26;0.495791165818517;0.227306701995747;0.227306701995747;weR
29680;24;28;0.495791165818517;0.44022318902885;0.44022318902885;weR
29681;24;29;0.495791165818517;0.44022318902885;0.44022318902885;weR
29684;24;3;0.580817953256475;0.36480136535336;0.36480136535336;weR
29686;24;5;0.580817953256475;0.318747327946156;0.318747327946156;weR
29687;24;6;0.580817953256475;0.318747327946156;0.318747327946156;weR
29690;24;9;0.542555909856255;0.337435923495214;0.337435923495214;weR
